6.666137043401E-15,1.34910405595065E-15
2.0667461147111E-14,3.98640853842039E-15
3.66950011831644E-14,6.49570188598353E-15
9.08782354244715E-14,2.39936859392518E-14
5.59694081962082E-11,4.03229394399425E-12
1.01040887257946E-10,4.03229394399425E-12
2.76509522352728E-10,1.14265024189599E-11
3.63873128665663E-10,2.68841106757527E-11
5.56198507972268E-10,3.63714974524381E-11
7.44211493026519E-10,5.50166260235069E-11
0.000000001,5.42544724712152E-11
1.87402772877068E-09,5.92659789684939E-11
2.23180344926406E-09,4.67533275568418E-11
2.74782579857849E-09,3.00581978537162E-11
3.49764533365229E-09,1.14265024189599E-11
4.79824382068379E-09,7.11094702315319E-12
6.15860308723406E-09,4.50836892597072E-12
6.03152447747239E-07,3.74317967567054E-12
9.06734768643844E-07,3.606491553322E-12
0.000001386,3.7957629477352E-12
1.90137004244505E-06,4.30352920270654E-12
2.787916942244E-06,3.88504835716218E-12
5.99385454176667E-06,5.25607962745701E-12
4.52632163391393E-05,3.30152812967784E-12
103.5634163398,1.5186707275432E-12
194.9034179554,5.93650468840305E-13
336.1186233459,1.20923198009294E-12
570.0842422502,7.73821099959544E-13
1012.1824734528,3.88829408888207E-13
1723.8994801212,7.49038744040477E-13
